08023200;-839295
08024100;-184
08025100;-4590
08025200;-407728
08026200;-20
08027000;-45
08029910;-493796
08029990;-244603
08041000;-213
08045000;-1800
08051080;-4
08062010;-116
08062030;-2433
08062090;-4679745
08092900;-8195
08103090;-2000
08104010;13965
08104030;160
08104050;-589
08104090;-35
08109075;-194
08111019;-58
08112019;74
08112090;45
08119050;-158890
08119070;-155440
08119095;-19
08131000;-1278
08132000;-3110670
08133000;88
08134010;18
08134095;4
08135015;-1012
08135099;-7758
09011100;7043
09011200;1062
09012100;76270
09012200;536
09019010;1045
09019090;3663
09021000;7359
09022000;-749
09023000;3427
09024000;-531
09030000;-46
09041100;-835
09041200;-2135
09042190;-8989
09042200;-22229
09052000;-2826
09061100;-288
09062000;80
09072000;-47
09083100;490
09083200;7985
09096100;1591848
09096200;657740
09101100;91
09102090;-97
09103000;-43
09109105;-491
09109190;483
09109910;87
09109950;-8
09109991;-4107
09109999;-15338
10011100;-4048
10011900;-1797350
10031000;-35
10049000;9765070
10059000;-1049
10061030;-10
10062092;-32
10062094;-7
10063044;-32
10063063;262
10063092;-192594
10063094;-106324
10063096;-18309
10063098;-193
10064000;-680
10079000;-51
10089000;-1496
11010015;268
11010090;18
11022010;286
11022090;853
11029010;19
11029030;248078
11029050;3
11029070;12
11029090;100
11031110;48
11031190;215
11031390;-3197
11031920;12
11041290;2638438
11041910;10
11041930;1528
11041991;7
11041999;117
11042240;7
11042295;-5
11042340;-162
11042904;14
11051000;-6909
11061000;-545
11063010;194
11063090;656656
11071091;434
11071099;956
11081100;9
11081200;-20008
11081300;2663585
11081990;-15074
11090000;-37
12019000;-10402213
12024200;-970314
12040090;243
12051090;7
12059000;-275
12060099;-50
12074090;7
12075090;-649369
12079991;-145
12079996;-9589
12081000;-1420
12089000;-310
12092100;-8906
12092280;-12316
12092311;2081
12092400;3
12092590;44
12092945;286877
12092980;-30354
12093000;-43099
12099180;-24779
12099910;-2102
12099991;-47
12099999;-34322
12102010;-143797
12102090;-215513
12116000;-2110
12119086;-11314
12122100;-76881
12122900;-4750
12129200;-5
12129300;-86
12129995;-1479
12130000;-335
12141000;-13291
12149090;-15707
13019000;-3253
13021200;49
13021300;-8006
13021905;-16273
13021970;2692
13023100;-10604
13023290;-1012
13023900;-13421
14049000;-1157
15011090;34
15012090;16
15030030;-1
15041010;102
15041099;-543
15042010;-22
15042090;-20675
15060000;-122
15079090;-44
15089090;-44
15092000;-175
15099000;-3744
15109000;-311
15121910;53
15131199;-356
15131911;-87
15131919;-12
15131991;-117
15131999;-13084
15141110;88670
15141990;100
15149190;1
15149910;3
15151100;-475
15151990;-598
15152990;-200
15153090;1111
15155019;-20
15155091;2
15155099;-23580
15156099;-6246
15159011;26
15159021;-30
15159029;-42
15159059;-6839
15159060;13
15159091;-199
15159099;-64611
15161010;701
15162091;-2352
15162095;2
15162096;-9908
15162098;-426
15163098;-2
15179091;-6081
15179099;12
15180010;-335
15180039;-353
15180091;-135
15180095;744
15180099;-53696
15211000;-6841
15219099;2496
15220099;-923
16010099;212
16022090;-55
16023230;34
16023290;51
16023985;14872
16024290;1
16024919;246
16024930;53
16024990;21
16025010;378
16025031;-219
16029031;79
16029061;27
16029069;350
16029099;1065
16041210;-10
16041291;40575
16041441;-6
16041519;-161
16041910;1252
16041997;103
16042010;-26
16042030;217
16042090;167
16043200;-158206
16052110;-7632
16052190;-44536
16052900;-296085
16053010;-4873
16053090;-156
16054000;-7262
17011490;44832
17019100;563
17019910;147260
17019990;-4890
17021100;-14182
17021900;-2943
17022010;-31
17022090;-573688
17023050;-31443
17023090;-229134
17024090;51
17025000;-539
17026080;60
17026095;3
17029010;63
17029050;-1038
17029071;-146
17029095;-2524
17039000;-7
17041010;145
17041090;879
17049010;3703
17049030;-9944
17049051;119
17049055;17664
17049061;-78684
17049065;55122
17049071;-188943
17049075;6948
17049081;-3087
17049099;2487582
18010000;-521
18031000;-123
18040000;-188
18050000;4
18061015;25
18061020;596
18061030;-511
18061090;11718
18062010;409
18062030;-13
18062050;383
18062070;16285
18062080;1
18062095;-8752
18063100;-109158
18063210;18245
18063290;328099
18069011;20567
18069019;133834
18069031;-83044
18069039;38258
18069050;71535
18069060;-35
18069070;-13379
18069090;-2367
19011000;4875
19012000;-3309
19019011;3
19019019;124326
19019091;342
19019095;5
19019099;-3485
19021100;-3380
19021910;-31
19021990;-35628
19022010;-185
19022030;1
19023010;-10304
19023090;-7005
19030000;-305
19041010;-28315
19041030;-25
19041090;-3848
19042010;-1198
19042091;-6083
19042099;-9210
19049010;-23717
19049080;-373
19051000;56890
19052030;-17425
19052090;1513
19053111;-1270
19053119;-35343
19053130;359
19053191;-917
19053199;-8356
19053205;6643
19053211;-7448
19053219;248
19053291;3
19053299;-987
19054010;2068896
19054090;-16964
19059010;2041
19059020;-1310
19059030;-118362
19059045;-62981
19059055;-75505
19059070;-211801
19059080;-28705
20011000;685
20019020;-30895
20019097;-7793
20039090;13
20041099;-462287
20049050;628
20049098;-3117
20051000;-45
20052010;7
20052020;-77203
20052080;1160
20054000;3
20055100;-153797
20055900;-9409
20058000;-144397
20059910;-192325
20059950;-146
20059980;-69728
20060010;-1884
20060031;6
20060038;-233402
20060099;-9
20071010;-11467
20071091;1490
20071099;3794
20079110;-3921
20079190;-1295
20079910;231
20079933;170
20079939;1645
20079950;894
20079993;7
20079997;613
20081110;-23283
20081191;43
20081196;-107931
20081198;-36975
20081913;-143585
20081919;-68532
20081992;-30955
20081993;-965247
20081995;-47
20081999;-2197
20083059;3
20083079;-1824
20085079;-11
20087019;-2
20088090;-78
20089391;-245168
20089393;-27767
20089399;58460
20089712;-1189813
20089732;-53
20089759;3
20089776;-37861
20089797;-5739
20089798;-30140
20089919;-23
20089931;-5
20089934;-69
20089948;-152
20089949;-110487
20089967;-196358
20089991;-310829
20089999;-262
20091199;-34
20091200;-591
20092999;-852
20093119;-22728
20093939;-323
20096110;-492
20096951;578
20098131;-180830
20098195;-72958
20098199;10
20098935;-9513
20098950;42
20098971;19
20098996;-14
20098997;-29
20098999;1216
20099041;351
20099049;-390
20099051;-9647
20099059;102
20099092;-218
20099098;104
21011100;-410
21011292;-4634
21011298;7
21012020;-948
21012092;-80745
21012098;2
21013019;-150
21021010;-31096
21021031;320
21021039;-45
21021090;-6057
21022019;-53409
21022090;-2271
21023000;-2226
21031000;-240594
21032000;-1713
21033010;-626087
21033090;-31592
21039010;20
21039030;-89
21039090;-2772097
21041000;-10651
21042000;-471
21050010;-43045
21061020;-855958
21061080;510056
21069020;-369
21069030;-358
21069051;192
21069055;-97
21069059;-7540
21069092;-4066728
21069098;-81563
22011011;1104287
22011019;301890
22011090;-855
22019000;-6980
22021000;-1678093
22029100;132
22029911;-66
22029915;438
22029919;-275740
22029991;618
22029995;60
22029999;533
22030001;-318131
22030009;-208956
22030010;-102493
22041011;-81
22041098;2153
22042109;-10005
22042111;-37
22042112;-22
22042118;-57
22042122;-487
22042138;-301
22042148;-3
22042171;-14592
22042177;-31
22042178;-15366
22042179;-15892
22042180;-205825
22042181;1894
22042182;-5100
22042183;-54068
22042184;-1653
22042193;-64940
22042194;-73929
22042195;-1715711
22042196;-2961086
22042197;-179663
22042198;-349398
22042210;100
22042294;-6422
22042295;-79427
22042296;-520992
22042298;-20314
22042910;-22
22042995;-200544
22042996;-485781
22042998;-21304
22043098;1
22060010;10
22060059;-11996
22072000;-78223630
22082012;6
22083011;-5217648
22083019;-5981
22083030;16436
22083041;-3780
22083061;-1284
22083082;-970694
22083088;-2860602
22084011;-163512
22084031;-228537
22084051;-73
22085011;153513
22085019;13732
22085091;-759
22086011;4089127
22086091;4
22086099;-44795
22087010;-617875
22089054;-2756
22089056;187179
22089069;-80133
22089078;-846
22090011;-59
22090091;-1519
23021010;-6696
23021090;-211
23024002;-11794
23024008;-3402
23024010;59094
23024090;760013
23031090;-106
23080040;-164416
23080090;-1138
23091011;-35979
23091013;-28019
23091031;-3123019
23091051;-177692
23091090;-38055
23099010;-19238
23099020;-40
23099031;-747166
23099039;-35
23099051;-201858
23099053;-519
23099091;-209
23099096;-50335
24021000;-112
24029000;-200
24039990;-222
24041200;3
24041990;-296
24049190;-3
24049200;-71
25010010;-21633
25010031;1
25010091;-708
25010099;-11235
25020000;511482
25030010;-4825639
25041000;-4
25049000;-3251
25051000;-175124
25059000;33
25061000;5768
25062000;44
25070020;-36641820
25070080;-6950
25081000;-476102
25084000;-232907
25090000;-2391
25101000;-51
25102000;-15
25120000;-30060
25131000;-1163
25132000;-6858
25140000;-204
25161100;163876
25161200;1101
25162000;-1208
25169000;5895
25171010;11
25171080;18167
25172000;-653
25174900;-154
25191000;-11
25199010;-156
25199090;-5480504
25201000;-83360
25202000;-4997
25221000;-12020
25233000;-1060
25239000;-1004
25249000;-229
25251000;-83
25252000;455245
25261000;-907
25262000;-501
25291000;-2564
25301000;-3
26011100;-36
26011200;-49922492
26020000;-3
26030000;-159233025
26040000;-110882135
26050000;10
26080000;-63741758
26100000;-44
26110000;-485
26151000;-3139
26169000;-5212
26179000;1639
26180000;-88
26204000;-1453
26209995;-12687283
26219000;1612
27011210;-386299030
27011290;-157557304
27030000;1179814
27040090;6
27073000;-32
27075000;5652460
27079950;1
27079980;-11370
27079999;-697293
27090090;-423792534
27101211;-1
27101225;421
27101241;386997896
27101245;819285989
27101249;-19335
27101250;-18458
27101290;13795848
27101911;-20150
27101915;1613
27101921;5
27101925;-56273742
27101929;-140292
27101931;-231
27101935;-346
27101943;-19179305
27101947;-1
27101948;-1232
27101966;5
27101967;144
27101971;-1388138
27101975;-22
27101981;-5433379
27101983;-890907
27101985;-60794
27101987;-561233
27101991;-17294
27101993;-107
27101999;-736693
27102090;-4081
27109900;-8037
27111294;-88443541
27111297;-9956416
27111310;-118146943
27111391;-1447
27111397;-5641861
27111400;-744
27111900;-19393
27112900;-253
27121090;-91002
27122090;-6757
27129019;-7485
27129099;-24173
27131100;-28190986
27132000;9362
27139010;-251
27139090;-238
27149000;1
27150000;-2667
28012000;-742
28020000;-514
28030000;-2908968
28042910;-7620
28042990;-364
28043000;-51848
28044000;-14463
28045010;-125883
28046900;-589
28047090;-48
28048000;-246
28049000;-927
28051200;-1438
28051910;-2188
28051990;-3506
28053080;-330
28054090;-3963
28061000;-4328
28070000;-777
28080000;-1269
28092000;-141
28100010;-2
28100090;-16701
28111100;-331
28111980;-5311
28112100;-6814
28112200;3624599
28112910;-214
28112930;-1448
28112990;-544
28121990;-276
28129000;-35000
28141000;-7636925
28142000;-815
28151100;-7006
28151200;-63184431
28152000;-29831
28161000;-133313
28164000;-69
28170000;-2799094
28181011;-235616
28181099;-541
28182000;-1410425
28183000;-2143
28191000;-21578
28199090;-7327
28201000;-30
28209090;-119
28211000;128225
28230000;-92276
28241000;-107
28251000;-92
28252000;-220
28254000;-637
28255000;1794
28256000;-3801
28257000;-413
28259011;-1908
28259019;-5125
28259020;-97
28259085;-18045
28261910;245
28261990;-1351
28269080;-1247
28271000;1603
28272000;-58281
28273100;-348
28273200;-59136
28273500;-118
28273910;-106
28273920;88434
28273985;-102146
28274990;-57417
28275900;-25600
28276000;-5780
28289000;-63080
28299010;-1501
28299080;-185
28301000;-382
28309085;-23
28321000;-1406
28323000;-5554
28331100;-152
28331900;-2994
28332100;-54
28332200;1
28332400;-339034
28332500;-531
28332700;-3737
28332920;-276
28332930;-6
28332980;148477
28334000;-2825
28341000;823
28342100;1715
28342920;-1147
28342980;-6664
28351000;-17
28352200;-5251
28352400;-961912
28352500;-36219
28352600;-8980
28352930;-69
28352990;2
28353100;-97
28353900;-577
28362000;-4739
28363000;118378
28364000;-34
28365000;-6134
28366000;-93
28369100;-291
28369200;-90
28369911;97
28369917;-27897
28369990;-13756
28371100;-25
28372000;-1107
28391900;-18821
28399000;-101835
28401100;-201
28401910;-44311
28401990;-13
28402090;-57597
28415000;-913
28416100;-2884
28416900;-1434
28417000;-1375
28419030;-50
28419085;-2726
28421000;587519
28429010;-255
28429080;-9452
28431010;-3672
28431090;-6067
28432100;-1637
28432900;-7761
28433000;-74817
28439090;-10156
28441010;-484
28443099;-239
28444110;-69501
28444190;-39719
28444320;-89337
28444380;345271
28451000;-2351
28454000;-5640548
28459010;-440283
28459090;-163074
28461000;-42666
28469030;-10959
28469090;-42710
28470000;-63
28492000;-457
28499010;-4
28499030;-5577
28499090;-835
28500020;-858791
28500060;-570
28500090;-6037
28521000;-15937
28539010;-61407
28539090;-11677
29011000;-272745160
29012400;-42
29012900;-141540
29021900;-686
29022000;-374704
29023000;-846
29025000;-6800042
29027000;-4268495
29029000;-1542
29031200;-887
29031300;-2118
29031400;-242
29031500;-1367
29032300;-231
29032900;-99866
29034200;-20188
29034500;-104873
29034990;-7461
29035100;-724194
29035900;-177843
29036919;-363
29036980;-9337
29037790;-291
29037930;-115498
29037980;-288
29038980;-63
29039980;-1757
29041000;-8805
29042000;-28371
29049100;-75
29049900;-2903
29051100;-2686
29051200;-337639
29051300;-1312
29051410;-56
29051490;-68431
29051685;-131
29051900;-655766
29052990;-525
29053100;-38918
29053200;-1067
29053920;-50960
29053995;-79399
29054300;-150
29054491;-66
29054500;-29363
29055998;-791
29061100;-49
29061310;-10394
29061390;-102
29061900;-2094
29062900;-267
29071100;-446851
29071990;-747
29072300;-4070
29072900;-298
29081900;-699
29089900;-163
29091100;-1150
29091910;-77
29091990;-260879
29093010;-11627
29093038;-206
29093090;-27526
29094100;-45341
29094300;-256786
29094400;-42398
29094980;-19083
29095000;-1564
29096090;-874
29103000;-1446545
29109000;-21647
29110000;-30
29121100;-3954
29121200;-657
29121900;-224280
29122100;-372
29122900;-566
29124100;-164
29124900;-1413
29126000;-688
29130000;-460
29141100;-1172
29141200;-4808
29141300;-1608
29141990;-1836003
29142900;-1638
29143900;-118
29144090;-411
29145000;-796
29146200;-213
29146980;-7207
29147900;-15757
29151100;84853
29151200;-919
29151300;213385
29152100;-2266343
29152400;-160
29152900;-21678
29153100;2801
29153200;-3017839
29153300;-76
29153900;-117283
29155000;-641040
29156011;-7419
29156019;-181164
29156090;-97
29157040;-67777
29157050;-38040
29159070;-13300717
29161100;-883
29161200;-2998954
29161300;-73324
29161400;-628439
29161500;-37791
29161995;-3184
29162000;-128
29163100;-51680
29163990;-777709
29171200;-14
29171400;-108
29171910;-329
29171920;-1505
29171980;-9818
29172000;-395872
29173200;-54
29173300;-789
29173400;-185
29173500;-26
29173600;-26
29181100;-204
29181200;-33
29181300;-267
29181400;-2523
29181500;-5844
29181600;-7838
29181930;-356
29181940;-1374
29181998;-94856
29182900;-756
29183000;-842
29189990;-8991
29199000;-18912
29202900;-21
29209010;-3789
29209070;-23059
29211100;-7968
29211999;-441966
29212100;-103
29212900;-146562
29213099;-20507
29214100;-417
29214200;-168
29214300;-161
29214900;-1106
29215119;-186
29215190;34471
29215990;21606
29221100;-654167
29221200;-49
29221400;14605
29221500;832
29221700;-93
29221900;-692148
29222900;-1964
29223900;-33814
29224100;-2135
29224200;-993
29224920;-2136
29224985;-67590
29225000;1854838
29231000;-107684
29232000;-17098
29239000;7121611
29241200;-969
29241900;-27675
29242100;10
29242910;-101
29242970;-96617
29251100;-860
29251200;-639
29251995;-3442
29252900;-13709
29261000;-537
29263000;-38
29269020;-362
29269070;-135101
29270000;-517
29280090;-218311
29291000;-162813
29299000;-24105
29302000;-1941
29303000;-5270
29309013;-367
29309016;-93
29309050;-99744
29309098;22202719
29314400;-17
29314990;-2982480
29315990;-418
29319000;-281041
29321100;-382
29321200;-347
29321900;-26853
29322020;-31
29322090;-2976560
29329500;-969
29329600;-46
29329900;179744
29331110;-56
29331990;126082
29332100;-47047
29332910;-189
29332990;7115940
29333100;-227
29333200;-48
29333935;-156000
29333999;-9647
29334910;-55801
29334990;235605
29335200;-260
29335310;-2476
29335390;-144
29335920;-268
29335995;4333787
29336100;14011
29336940;-737
29336980;-1449
29337100;-97
29337900;1441029
29339110;-568
29339190;-2507
29339920;-121
29339980;-64032
29341000;-5206
29342020;16408
29342080;-7554
29343090;20387
29349200;-1126
29349960;13388
29349990;10991937
29359030;-269
29359090;237338
29362100;-5349
29362200;-10309
29362300;-5177
29362400;-1255
29362500;-51491
29362600;-187792
29362700;-119545
29362800;-28897
29362900;-43253
29369000;-101137
29371200;-7890
29371900;-15564
29372100;-784521
29372200;-1534
29372300;-678
29372900;-81002
29375000;-31
29379000;-737
29389010;-734
29389030;-125
29389090;-8435
29393000;-9989
29395900;-177
29397990;-543
29398000;-1602
29400000;-202536
29411000;-538
29412080;-2302
29413000;-182
29414000;-272
29415000;-136
29419000;-38833
29420000;4383679
30012010;-60786
30012090;-1721
30019020;-339981
30019091;-16877
30019098;-220582
30021200;-6737819
30021300;9108054
30021400;6848011
30021500;-31739411
30024110;5
30024190;-5906234
30024200;-557626
30024900;-867186
30025100;-12923
30025900;-126825
30029010;-1076214
30029030;-435207
30032000;50
30033900;-203
30034900;-3
30039000;-137567
30041000;-24377
30042000;-1806238
30043100;-67245
30043200;-67755
30043900;-2855396
30044200;-86151
30044900;100704
30045000;-9169
30049000;233025807
30051000;56292660
30059010;-304708
30059031;-21849
30059050;-451249
30059099;-1816246
30061010;-60735
30061030;-94554
30061090;-3343828
30063000;-85878
30064000;-3666309
30065000;-40247
30066000;-1355
30067000;-187343
30069100;-1407676
30069300;-511
31010000;120422
31021010;-186872
31021090;-812
31025000;-1156
31026000;41
31042050;-19592605
31042090;-10014690
31049000;-98
31051000;-5764
31052010;30223717
31052090;-2303
31054000;-39
31055100;-37
31056000;-6
31059020;2090318
31059080;-200
32019090;-7435
32021000;-550
32029000;1792
32030010;2319091
32030090;-4383
32041100;-2716
32041200;-22872
32041300;-8704
32041400;-465
32041600;-2193
32041700;-84355
32041900;-3609
32042000;-123626
32049000;-144149
32050000;-49380
32061100;-6556503
32061900;-155006
32062000;134
32064910;-1160
32064970;485180
32065000;-2633
32071000;-10943
32072010;4
32072090;-54711
32073000;-98173
32074040;-268
32074085;-9498
32081010;-35738
32081090;-136346
32082010;-30552
32082090;-41360
32089011;-3036
32089019;-127261
32089091;1247487
32089099;98357
32091000;69204
32099000;-7896
32100010;169292
32100090;-9800
32110000;-7291
32121000;-137623
32129000;-160348
32131000;23251
32139000;-71155
32141010;-942304
32141090;-162607
32149000;123840
32151100;-316038
32151900;-1098728
32159020;-331384
32159070;-1216203
33011210;-3429
33011290;-1153
33011310;-544
33011390;-1750
33011920;-1625
33011980;-2578
33012410;-129
33012490;-736
33012510;6
33012911;-153
33012931;-238
33012942;45226
33012949;-4062
33012971;-380
33012979;-462
33012991;290758
33013000;-63
33019010;-261
33019030;-793
33019090;15536
33021010;-7123
33021029;-216
33021040;-2343
33021090;-696311
33029010;944
33029090;52476
33030010;-790273
33030090;-627814
33041000;-1194369
33042000;-714317
33043000;-543876
33049100;-445513
33049900;-9882534
33051000;-1498473
33052000;-15181
33053000;-379731
33059000;-3085811
33061000;-647887
33062000;-15639
33069000;-884128
33071000;-80618
33072000;-160233
33073000;-22195
33074100;-9459
33074900;-26934
33079000;-552997
34011100;-19962
34011900;-74705
34012010;-9380
34012090;-211958
34013000;-767050
34023100;-22357
34023910;-267494
34023990;-676396
34024100;-44738
34024200;-241913
34024900;-126481
34025010;-148889
34025090;84847
34029010;-442067
34029090;-610572
34031100;-22283
34031910;-179767
34031920;-9474
34031980;-1275620
34039100;-29142
34039900;-690059
34042000;-1135257
34049000;-3176839
34051000;-96252
34052000;-61562
34053000;1006725
34054000;-7686
34059010;-30410
34059090;-439524
34060000;-3822
34070000;-150504
35011010;-1830
35011050;20
35011090;-3142
35019090;-1034
35021110;-2881
35021190;-2062
35021990;-303
35022091;-640
35029020;-2907
35029070;-275067
35029090;-2622
35030010;-2754
35030080;-421
35040010;-1676
35040090;-1053434
35051010;78
35051050;-1040328
35051090;-13430
35052090;-12
35061000;-678710
35069110;-65837
35069190;-217970
35069900;-106440
35071000;-9
35079030;-8351
35079090;-2951067
36010000;5188832
36033000;-710835
36036000;-311348
36049000;-2655317
36050000;-35
36061000;-76
36069010;-29
36069090;-3171
37011000;-7098
37012000;-30022
37013000;-155966
37019100;-3264
37019900;-52491
37023191;-88210
37023197;-201
37023900;-1366
37024300;-6847
37024400;-1218
37025200;-193499
37025300;120206
37025400;-8782
37025500;-97569
37025600;-183
37029690;-1264
37029790;-26573
37029800;6772
37031000;-265
37032000;-778
37039000;4114
37040010;-943
37040090;-7919
37050010;-686
37050090;-4871
37061020;3388
37061099;-974
37069099;19
37071000;-71446
37079020;-4559
37079090;-488160
38011000;-10883
38012090;-5582
38019000;-3661
38021000;-261449
38029000;-280860
38030010;-41344959
38030090;674306
38040000;-1592200
38051090;187471
38061000;-2143
38063000;10
38069000;-10
38070010;23
38070090;21764
38085900;-415
38089110;-3266
38089130;-1394
38089190;-261125
38089260;-38097
38089313;-688
38089315;-31
38089390;-170583
38089410;-42894
38089420;-8795
38089490;-152110
38089990;-2375686
38099100;-51999
38099200;-3430847
38099300;-1020
38101000;-84098
38109090;-5454
38111110;-6778
38111900;-11763
38112100;-1226679
38112900;-7069
38119000;-222324
38121000;-2213
38122090;-356275
38123990;-163991
38130000;-4656
38140010;-379
38140090;-93633
38151100;-11990045
38151200;-14277768
38151910;-88
38151990;-10025070
38159090;-129800
38160090;1172
38170080;-468
38180010;28252820
38180090;21073
38190000;-186299
38200000;-185498
38210000;-117230
38221100;-250443
38221200;-18770
38221300;-4231
38221900;39014480
38229000;-475596
38231100;-86
38231300;2276409
38231990;-804
38237000;-5832
38241000;-16828
38243000;15010511
38245090;20828
38246099;-237
38248400;23506
38249100;-110170
38249910;105078
38249915;-20542
38249920;862
38249930;-56
38249945;-27052
38249950;-36571
38249955;-92
38249964;-347171
38249965;-20
38249970;-9091
38249975;-106
38249985;15236
38249992;-728489
38255000;-247
38256900;8
38259090;1
38276100;-170277
38276200;-178982
38279000;-19267
39011010;599992
39011090;-7698055
39012010;-599
39012090;-5420452
39013000;-401512
39014000;-20651109
39019030;1
39019080;-2708579
39021000;1971532
39022000;-22489
39023000;166974
39029090;-459364
39031100;-69
39031900;1431367
39032000;-4
39033000;-4985
39039010;176492
39039090;373555
39041000;-75010
39042100;-954
39042200;-28011
39044000;-8633
39046100;-71945
39046910;-2902
39046920;-8466
39046980;-274773
39051200;-170
39051900;-440
39052100;-8271
39053000;-1661671
39059100;-4975020
39059990;-204330
39061000;-60932
39069010;-21
39069020;-873
39069040;-745
39069050;-702
39069060;-17910
39069090;-1139786
39071000;-211713
39072100;-5
39072911;-134942
39072920;6450
39072999;-59500
39073000;-485390
39074000;-7497
39075000;-3254
39076100;-557750
39076900;-176516
39077000;-194924
39079110;-19709
39079190;-24346
39079905;-25483
39079910;-811
39079980;-621551
39081000;-485958
39089000;78244
39091000;-20460
39093100;-65
39093900;-293
39094000;-31749
39095010;-37986
39095090;-3990008
39100000;-5370700
39111000;41500
39112000;-37175
39119011;-18385
39119013;-45229
39119019;-5526454
39119099;-696017
39121100;-1685
39121200;-570
39123100;20039464
39123920;-183709
39123985;-1146312
39129010;-20840
39129090;78521
39131000;-23484
39139000;-276817
39140000;-193385
39151000;6
39153000;301
39159080;20348
39161000;-160853
39162000;-55266
39169010;2022199
39169050;11594
39169090;-625359
39171010;-1892
39171090;-8252
39172110;-23826
39172190;2814
39172210;666
39172290;-2563
39172310;3911
39172390;-5340
39172900;3889105
39173100;-185368
39173200;3038038
39173300;-625163
39173900;8339
39174000;1526926
39181010;2007431
39181090;233330
39189000;2080218
39191012;-453373
39191015;44131
39191019;-322052
39191080;-3166352
39199020;-37412
39199080;-3641536
39201023;-48
39201024;536434
39201025;122471
39201028;1777322
39201040;-545560
39201081;41
39201089;2756357
39202021;-1546271
39202029;2558638
39202080;-27391
39203000;12
39204310;-13046
39204390;-139828
39204910;-9440
39204990;-20138
39205100;-1886888
39205990;-15425
39206100;44742
39206212;79
39206219;-222345
39206290;-113355
39206300;-6047
39206900;-367985
39207100;-1437
39207310;-1052
39207910;-21
39207990;-3412
39209100;98
39209200;109416
39209400;-56
39209921;3517
39209928;319
39209952;-50
39209959;-546
39209990;-486895
39211100;240082
39211200;-5068
39211310;160726
39211390;-41881
39211900;-158829
39219010;-47963
39219030;160
39219041;-3
39219049;-668
39219055;2060418
39219060;1692098
39219090;1667834
39221000;2676
39222000;-741
39229000;-62717
39231010;-78742
39231090;-191442
39232100;-857060
39232910;-2112
39232990;-81567
39233010;-1524918
39233090;-221138
39234010;4097
39234090;-3628
39235010;504937
39235090;-1456650
39239000;-143004
39241000;-214849
39249000;-277999
39251000;1634207
39252000;-22881
39253000;3909
39259010;1160748
39259020;-4842
39259080;201970
39261000;138077
39262000;-171310
39263000;-58837
39264000;52610
39269050;-106640
39269060;-147532
39269097;16732632
40011000;4840
40012100;10
40012200;1733631
40012900;10055
40021100;-76
40021910;1016404
40021920;-14873
40021930;488049
40021990;-91
40022000;880700
40023100;-12083
40023900;-1103835
40024900;-157601
40025900;-812
40026000;1065299
40027000;-123744
40029100;-425
40029910;-1518
40029990;-91675
40051000;-229649
40052000;-642
40059100;-15435
40059900;-17736
40069000;-11907
40070000;-1340
40081100;-10600
40081900;-11927
40082110;-48199
40082190;4100
40082900;-39452
40091100;-36176
40091200;-13005
40092100;-267996
40092200;960391
40093100;1944155
40093200;-164223
40094100;642168
40094200;-117179
40101100;258
40101200;214579
40101900;-8859
40103100;-2555090
40103200;-2027682
40103300;-128183
40103400;-42578
40103500;-57880
40103600;-36160
40103900;369788
40111000;59744898
40112010;7336150
40112090;-1855
40113000;-33779
